R,G,B
254,112,0
254,114,0
253,116,0
254,118,0
254,119,1
254,119,1
255,122,1
255,122,1
255,123,0
254,124,0
255,125,1
254,126,1
255,127,0
255,127,0
254,131,1
254,131,1
255,133,0
255,134,1
255,136,0
254,136,0
255,138,0
254,138,0
253,140,0
253,140,0
254,141,0
254,143,1
254,145,0
255,146,1
255,148,0
254,148,0
255,151,2
255,151,0
254,153,1
255,154,2
254,155,0
255,156,0
255,158,1
255,158,1
255,161,1
255,161,1
255,163,2
255,163,0
254,165,1
255,166,0
254,167,0
255,168,0
255,170,1
255,170,1
255,171,2
255,173,1
255,175,2
253,176,0
254,177,1
253,178,0
254,179,0
255,180,0
254,181,0
255,182,0
254,184,1
255,185,1
255,187,2
255,187,2
255,188,1
254,189,1
255,190,0
255,190,0
255,192,0
254,194,0
255,195,0
255,195,0
255,197,1
255,197,1
255,197,1
255,199,0
255,200,1
254,201,1
255,202,2
254,203,2
255,204,1
255,204,1
255,204,0
254,206,0
254,206,0
254,208,1
254,208,0
253,209,0
255,209,1
255,209,1
255,211,2
255,211,2
255,212,1
255,212,1
254,213,1
254,213,1
255,214,2
255,214,2
255,214,0
254,215,0
254,215,0
255,216,1
255,216,0
253,217,0
249,216,1
249,216,1
247,216,1
246,215,2
242,215,1
241,216,1
237,217,0
236,217,1
231,216,0
230,217,0
227,216,0
223,217,1
220,217,2
215,216,0
213,216,1
211,216,0
207,216,1
205,216,0
202,215,1
197,216,0
192,216,0
189,216,0
186,215,1
184,215,0
180,213,2
178,212,1
174,212,2
169,212,1
165,211,1
160,210,0
156,210,0
154,210,0
148,210,1
145,207,0
141,206,0
136,205,0
134,206,2
130,205,1
125,204,1
122,201,0
115,202,1
113,200,0
108,199,0
105,199,1
102,198,2
98,198,2
94,198,0
92,195,0
85,195,2
83,194,1
80,193,1
75,192,0
70,191,0
65,190,0
63,189,1
60,189,0
53,188,0
53,188,0
48,187,0
46,186,1
41,185,1
38,183,0
35,183,1
33,183,0
29,183,1
27,182,2
26,181,1
23,180,1
20,179,1
17,178,2
15,178,1
13,178,0
7,178,1
7,178,1
6,177,1
4,177,0
3,175,1
1,175,0
0,174,1
0,174,1
1,174,6
1,174,7
1,173,9
1,173,11
1,173,13
1,172,16
1,172,18
1,172,18
1,171,21
1,171,23
1,170,25
0,170,29
0,171,31
0,170,35
0,170,37
0,170,38
0,170,45
0,170,47
0,170,48
1,170,53
0,170,56
0,169,60
0,169,62
0,170,64
0,171,67
0,170,73
0,169,78
0,168,80
1,169,81
0,170,84
0,168,90
0,168,93
1,168,96
1,168,98
1,168,99
1,167,101
0,169,104
0,168,106
0,168,107
0,168,109
0,167,113
0,167,113
0,167,115
0,168,117
0,167,121
0,167,123
0,167,124
0,168,127
1,167,129
1,167,131
1,166,132
1,166,134
1,165,138
0,167,141
0,166,142
0,166,142
0,166,146
0,166,146
0,165,148
0,165,151
0,164,153
0,164,155
0,164,157
0,163,158
0,165,161
0,164,163
0,164,163
0,164,165
0,164,166
0,163,168
0,163,170
0,163,172
0,161,172
0,161,172
0,161,174
0,160,178
0,159,180
0,159,181
0,158,183
0,158,185
0,158,185
0,158,187
0,157,188
0,157,190
0,157,192
0,156,194
0,155,193
0,155,195
1,154,198
0,153,197
0,152,199
0,152,201
0,150,203
0,149,205
0,149,207
0,148,206
1,146,209
2,145,211
1,144,212
1,144,214
0,142,216
1,141,218
0,139,220
0,139,220
0,136,220
0,136,220
1,135,222
0,133,224
1,131,225
1,131,227
1,129,228
1,129,230
0,127,230
0,125,231
0,125,233
1,123,234
0,121,236
0,119,237
0,118,238
0,118,238
0,116,237
1,115,239
0,114,239
0,111,242
1,109,244
1,107,243
0,106,244
0,105,241
0,103,244
1,102,246
0,100,246
0,98,247
0,98,249
1,96,250
0,95,249
0,94,251
0,91,250
1,91,250
0,89,251
0,87,252
0,85,253
1,84,252
0,82,252
0,82,252
0,80,255
0,80,255
1,78,254
0,77,255
1,76,255
1,74,255
2,72,255
2,72,255
0,70,254
0,70,254
0,68,253
1,66,254
1,66,254
1,64,255
2,62,254
2,62,254
0,60,254
1,59,254
2,59,254
3,57,253
3,55,253
5,54,253
5,52,252
5,52,252
7,50,251
7,50,251
8,49,251
9,48,249
11,46,249
12,45,248
13,44,248
15,43,248
15,42,243
15,41,242
17,40,242
20,39,240
20,37,238
23,36,236
24,36,236
26,35,234
25,33,230
26,32,230
28,32,228
30,29,227
32,28,226
35,27,224
36,26,221
37,25,221
38,25,219
40,24,219
41,24,218
43,22,215
44,21,213
46,19,212
48,18,210
49,18,210
50,18,207
50,18,207
52,17,205
52,16,204
54,15,202
54,13,201
55,13,199
55,13,199
60,11,198
60,12,196
61,11,196
62,11,194
63,9,191
64,9,190
66,8,190
66,8,188
66,7,185
67,6,185
67,6,185
69,6,183
72,5,183
73,4,181
73,4,181
74,4,181
75,2,179
72,2,178
75,2,179
76,2,177
78,0,176
80,2,176
75,3,175
65,0,169
254,89,85
255,1,0
251,3,3
254,4,5
255,5,0
253,6,1
254,7,0
255,6,5
255,7,1
255,8,0
255,8,0
255,9,0
255,11,1
255,11,0
255,13,1
255,13,1
255,15,2
255,15,2
253,16,0
254,17,1
254,19,0
254,19,0
253,21,0
253,21,0
255,23,0
254,24,0
254,24,0
255,25,1
255,27,0
254,29,1
254,29,1
255,30,2
254,31,0
254,34,0
255,35,1
255,37,2
254,36,0
253,37,0
255,39,2
255,41,4
254,42,2
254,43,0
255,44,1
254,45,2
254,46,0
254,48,0
255,49,0
255,49,0
255,52,1
254,53,1
255,54,0
255,56,1
254,58,0
254,59,1
254,60,0
254,62,0
255,63,1
255,63,0
254,65,1
254,67,0
255,68,1
254,70,0
253,70,0
254,71,1
254,74,0
255,75,1
255,75,1
254,77,1
255,78,0
255,80,1
255,81,2
254,82,0
255,85,0
255,85,0
255,86,1
255,88,0
254,89,0
255,90,0
255,92,1
255,92,1
255,95,1
254,95,1
254,96,0
255,97,0
255,99,0
254,100,0
254,101,0
255,102,0
255,104,1
255,104,1
254,105,2
255,107,1
255,108,2
255,109,0
255,110,1
255,110,1
255,112,0
255,112,0
255,113,1
254,114,0
253,116,0
254,118,0
254,119,1
254,119,1
255,122,1
255,122,1
255,123,0
254,124,0
255,125,1
254,126,1
255,127,0
255,127,0
254,131,1
254,131,1
255,133,0
255,134,1
255,136,0
255,137,1
255,138,0
255,139,0
253,140,0
253,140,0
254,141,0
254,143,1
254,145,0
255,146,1
255,148,0
254,148,0
255,151,2
255,151,0
254,153,1
255,154,2
254,155,0
255,156,0
255,158,1
255,158,1
255,161,1
255,161,1
255,163,2
255,163,0
254,165,1
255,166,0
255,168,1
255,168,0
255,170,1
255,170,1
255,171,2
255,173,1
255,175,2
253,176,0
254,177,1
253,178,0
254,179,0
255,180,0
254,181,0
255,182,0
254,184,1
255,185,1
255,187,2
255,187,2
255,188,1
254,189,1
255,190,0
255,190,0
255,192,0
254,194,0
255,195,0
255,195,0
255,197,1
255,197,1
255,197,1
255,199,0
255,200,1
254,201,1
255,202,2
254,203,2
255,204,1
255,204,1
255,204,0
254,206,0
254,206,0
254,208,1
254,208,0
253,209,0
255,209,1
255,209,1
255,211,2
255,211,2
255,212,1
255,212,1
254,213,1
254,213,1
255,214,2
255,214,2
255,214,0
254,215,0
254,215,0
255,216,1
255,216,0
253,217,0
249,216,1
249,216,1
247,216,1
246,215,2
242,215,1
241,216,1
237,217,0
236,217,1
231,216,0
230,217,0
227,216,0
223,217,1
220,217,2
215,216,0
213,216,1
211,216,0
207,216,1
205,216,0
201,216,1
197,216,0
192,216,0
189,216,0
185,216,1
184,215,0
179,213,2
177,213,1
174,212,2
169,212,1
165,211,1
160,210,0
156,210,0
154,210,0
148,210,1
144,208,0
141,206,0
136,205,0
132,205,1
128,205,1
124,203,0
120,201,0
115,202,1
113,200,0
108,199,0
105,199,1
102,198,2
98,198,2
94,198,0
92,195,0
85,195,2
83,194,1
80,193,1
75,192,0
70,191,0
65,190,0
63,189,1
60,189,0
53,188,0
53,188,0
48,187,0
46,186,1
41,185,1
38,183,0
35,183,1
33,183,0
29,183,1
27,182,2
26,181,1
22,179,0
20,179,1
17,178,2
14,177,0
13,178,0
7,178,1
7,178,1
6,177,1
4,177,0
3,175,1
1,175,0
0,174,1
0,174,1
1,174,7
1,174,7
1,173,9
1,173,11
1,172,14
1,172,16
1,172,18
1,172,18
1,171,23
1,171,23
1,170,25
0,170,29
0,171,33
0,170,35
0,170,37
0,170,38
0,170,45
0,170,47
0,170,48
1,170,53
0,170,56
0,169,60
0,169,62
0,170,64
0,171,69
0,170,73
0,169,78
0,168,81
1,169,82
0,170,84
0,168,90
0,167,95
1,168,96
1,168,98
1,168,99
1,167,101
0,169,104
0,168,106
0,168,107
0,168,109
0,167,113
0,167,113
0,167,115
0,168,117
0,167,121
0,167,123
0,167,124
0,168,127
1,167,131
1,167,131
1,166,132
1,166,134
1,165,138
0,167,141
0,166,142
0,166,144
0,166,146
0,166,146
0,165,148
0,165,151
0,164,153
0,164,155
0,164,157
0,163,158
0,165,161
0,164,163
0,164,163
0,164,165
0,164,166
0,163,168
0,163,170
0,163,172
0,161,172
0,161,172
0,161,174
0,160,178
0,159,180
0,159,181
0,158,183
0,158,185
0,158,185
0,158,187
0,157,188
0,157,190
0,157,192
0,156,194
0,155,193
0,155,195
1,154,198
0,153,197
0,152,199
0,152,201
0,150,203
0,149,205
0,149,207
0,148,206
1,146,209
2,145,211
1,144,212
1,143,215
0,142,216
1,141,220
0,139,220
0,139,222
0,136,220
0,136,220
1,135,222
0,133,224
1,131,225
1,131,227
1,129,228
1,129,230
0,127,230
0,125,231
0,125,233
1,123,234
0,121,236
0,119,237
0,118,238
0,118,238
0,116,237
1,115,239
0,114,239
0,111,242
1,109,244
1,107,243
0,106,244
0,105,241
0,103,244
1,102,246
0,100,246
0,98,247
0,97,248
1,96,250
0,95,249
0,94,251
0,91,250
1,91,250
0,89,251
0,87,252
0,85,253
1,84,252
0,82,252
0,82,252
0,80,255
0,80,255
1,78,254
0,77,255
1,76,255
1,74,255
2,72,255
2,72,255
0,70,254
0,70,254
0,68,253
1,66,254
1,66,254
1,64,255
2,62,254
2,62,254
0,60,254
1,59,254
2,59,254
3,57,253
3,55,253
5,54,253
5,52,252
5,52,252
7,50,251
7,50,251
8,49,251
9,48,249
11,46,249
12,45,248
13,44,248
15,43,248
15,41,242
15,41,242
18,39,240
20,39,240
21,37,238
23,36,236
24,36,234
25,34,233
25,33,230
26,32,230
28,32,228
30,29,227
32,28,226
35,27,224
36,26,221
37,25,221
38,25,219
40,24,218
41,24,218
43,22,215
44,21,213
46,19,210
48,18,210
48,17,209
50,18,207
50,18,207
52,17,205
52,16,204
54,15,202
54,13,201
55,13,199
55,13,199
60,11,198
60,12,196
61,11,196
62,11,194
63,9,191
64,9,190
66,8,190
66,8,188
66,7,185
67,6,185
67,6,185
69,6,183
72,5,183
73,4,181
73,4,181
74,4,181
75,2,179
72,2,178
75,2,179
76,2,177
78,0,176
80,2,176
75,3,175
65,0,169
254,89,85
255,1,0
251,3,3
254,4,5
255,5,0
253,6,1
254,7,0
255,6,5
255,7,1
255,8,0
255,8,0
255,9,0
255,11,1
255,11,0
255,13,1
255,13,1
255,15,2
255,15,2
253,16,0
254,17,1
254,19,0
254,19,0
253,21,0
253,21,0
255,23,0
254,24,0
254,24,0
255,25,1
255,27,0
254,29,1
254,29,1
255,30,2
254,31,0
254,34,0
255,35,1
255,37,2
254,36,0
253,37,0
255,39,2
255,41,4
254,42,2
254,43,0
255,44,1
254,45,2
255,47,1
254,48,0
255,49,0
255,49,0
255,52,1
254,53,1
255,54,0
255,56,1
254,58,0
254,59,1
254,60,0
254,62,0
255,63,1
255,63,0
254,65,1
254,67,0
255,68,1
254,70,0
253,70,0
254,71,1
254,74,0
255,75,1
255,76,2
254,77,1
255,78,0
255,80,1
255,81,2
254,82,0
255,85,0
255,85,0
255,86,1
255,88,0
254,89,0
255,90,0
255,92,1
255,92,1
255,95,1
254,95,1
254,96,0
255,97,0
255,99,0
254,100,0
254,101,0
255,102,0
255,104,1
255,104,1
254,105,2
255,107,1
255,108,2
255,109,0
255,110,1
255,110,1
255,112,0
255,112,0
255,113,1
255,115,0
254,117,1
254,118,0
254,119,1
254,119,1
255,122,1
255,122,1
255,123,0
254,124,0
255,125,1
254,126,1
255,127,0
255,127,0
254,131,1
254,131,1
255,133,0
255,134,1
255,136,0
255,137,1
255,138,0
255,139,0
253,140,0
253,140,0
254,141,0
254,143,1
254,145,0
255,146,1
255,148,0
254,148,0
255,151,2
255,151,0
254,153,1
255,154,2
254,155,0
255,156,0
255,158,1
255,158,1
255,161,1
255,161,1
255,163,2
255,163,0
254,165,1
255,166,0
255,168,1
255,168,0
255,170,1
255,170,1
255,171,2
255,173,1
255,175,2
253,176,0
254,177,1
253,178,0
254,179,0
255,180,0
254,181,0
255,182,0
254,184,1
255,185,1
255,187,2
255,187,2
255,188,1
254,189,1
255,190,0
255,190,0
255,192,0
254,194,0
255,195,0
255,195,0
255,197,1
255,197,1
255,198,2
255,199,0
255,200,1
255,202,2
255,202,2
254,203,2
255,204,1
255,204,1
255,204,0
254,206,0
254,206,0
254,208,1
254,208,0
253,209,0
255,209,1
255,209,1
255,211,2
255,211,2
255,212,1
255,212,1
254,213,1
254,213,1
255,214,2
255,214,2
255,214,0
254,215,0
254,215,0
255,216,1
255,216,0
253,217,0
249,216,1
249,216,1
247,216,1
246,215,2
242,215,1
241,216,1
237,217,0
236,217,1
231,216,0
230,217,0
226,217,0
223,217,1
220,217,2
215,216,0
213,216,1
211,216,0
206,217,1
205,216,0
201,216,1
196,215,0
192,216,0
189,216,0
184,215,0
182,215,0
179,213,2
177,213,1
174,212,2
169,212,1
163,211,1
158,211,0
156,210,0
154,210,0
147,209,0
144,208,0
140,205,0
136,205,0
132,205,1
128,205,1
124,203,0
120,201,0
115,202,1
113,200,0
108,199,0
105,199,1
102,198,2
98,198,2
94,198,0
92,195,0
85,195,2
83,194,1
80,193,1
75,192,0
70,191,0
65,190,0
63,189,1
60,189,0
53,188,0
53,188,0
48,187,0
46,186,1
41,185,1
38,183,0
35,183,1
33,183,0
28,182,0
27,182,2
26,181,1
22,179,0
20,179,1
16,177,1
14,177,0
13,178,0
7,178,1
7,178,1
6,177,1
4,177,0
3,175,1
1,175,0
0,174,1
0,174,1
1,174,7
1,174,7
1,173,9
1,173,13
1,172,14
1,172,16
1,172,18
1,171,20
1,171,23
1,171,23
1,170,27
0,170,29
0,171,33
0,170,35
0,170,37
0,170,38
0,170,45
0,170,47
0,170,48
1,170,53
0,170,56
0,169,60
0,169,62
0,170,64
0,171,69
0,170,73
0,169,78
0,168,81
1,169,82
0,170,84
0,168,90
0,167,95
1,168,96
1,168,98
1,168,99
1,167,101
0,169,104
0,168,106
0,168,107
0,168,109
0,167,113
0,167,113
0,167,115
0,168,117
0,167,121
0,167,123
0,167,124
0,168,127
1,167,131
1,167,131
1,166,132
1,166,136
1,165,138
0,167,141
0,166,142
0,166,144
0,166,146
0,166,146
0,165,148
0,165,151
0,164,153
0,164,155
0,164,157
0,163,158
0,165,161
0,164,163
0,164,163
0,164,165
0,164,166
0,163,168
0,163,170
0,163,172
0,161,172
0,161,172
0,161,174
0,160,178
0,159,180
0,159,181
0,158,183
0,158,185
0,158,185
0,158,187
0,157,188
0,157,190
0,157,192
0,156,194
0,155,193
0,155,195
1,154,198
0,153,197
0,152,199
0,152,201
0,150,203
0,149,205
0,149,207
0,148,206
1,146,209
2,145,211
1,144,212
1,143,215
0,142,216
1,141,220
0,139,220
0,139,222
0,136,220
0,136,220
1,135,222
0,133,224
1,131,225
1,131,227
1,129,228
1,129,230
0,127,230
0,125,231
0,124,232
1,123,234
0,121,236
0,119,237
0,118,238
0,118,238
0,116,237
1,115,239
0,114,239
0,111,242
1,109,244
1,107,243
0,106,244
0,105,241
0,103,244
0,101,245
0,100,246
0,98,247
0,97,248
1,96,250
0,95,249
0,94,251
0,91,250
1,91,250
0,89,251
0,87,252
0,85,253
1,84,252
0,82,252
0,82,252
0,80,255
0,80,255
1,78,254
0,77,255
1,76,255
1,74,255
2,72,255
2,72,255
0,70,254
0,70,254
0,68,253
1,66,254
1,66,254
1,64,255
2,62,254
2,62,254
0,60,254
1,59,254
2,59,254
3,57,253
3,55,253
5,54,253
5,52,252
5,52,252
7,50,251
7,50,251
8,49,251
9,48,249
11,46,249
12,45,248
13,44,248
15,43,248
15,41,242
17,40,242
18,39,240
20,39,239
21,37,236
23,36,236
25,34,233
25,34,233
25,33,230
26,32,230
28,32,228
30,29,227
32,28,226
35,27,224
36,26,221
37,25,221
38,25,218
40,24,218
41,24,218
43,22,215
43,20,212
46,19,210
48,18,210
48,17,207
50,18,207
50,18,207
51,16,204
52,16,204
54,15,202
54,13,201
55,13,199
55,13,199
60,11,198
60,12,196
61,11,196
62,11,194
63,9,191
64,9,190
66,8,190
67,8,188
66,7,185
67,6,185
67,6,185
69,6,183
72,5,183
73,4,181
73,4,181
74,4,181
75,2,179
72,2,178
75,2,179
76,2,177
78,0,176
80,2,176
75,3,175
65,0,169
254,89,85
255,1,0
251,3,3
254,4,5
255,5,0
253,6,1
254,7,0
255,6,5
255,7,1
255,8,0
255,8,0
255,9,0
255,11,1
255,11,0
255,13,1
255,13,1
255,15,2
255,15,2
253,16,0
254,17,1
254,19,0
254,19,0
253,21,0
253,21,0
255,23,0
254,24,0
254,24,0
255,25,1
255,27,0
254,29,1
254,29,1
255,30,2
254,31,0
254,34,0
255,35,1
255,37,2
254,36,0
253,37,0
255,39,2
255,41,4
254,42,2
254,43,0
255,44,1
254,45,2
255,47,1
254,48,0
255,49,0
255,49,0
255,52,1
254,53,1
255,54,0
255,56,1
254,58,0
254,59,1
254,60,0
254,62,0
255,63,1
255,63,0
254,65,1
254,67,0
255,68,1
254,70,0
253,70,0
254,71,1
255,75,1
255,75,1
255,76,2
254,77,1
255,78,0
255,80,1
255,81,2
254,82,0
255,85,0
255,85,0
255,86,1
255,88,0
254,89,0
255,90,0
255,92,1
255,92,1
255,95,1
254,95,1
254,96,0
255,97,0
255,99,0
254,100,0
254,101,0
255,102,0
255,104,1
255,104,1
254,105,2
255,107,1
255,108,2
255,109,0
255,110,1
255,110,1
255,112,0
255,112,0
255,113,1
255,115,0
254,117,1
254,118,0
254,119,1
255,120,2
255,122,1
255,122,1
255,123,0
254,124,0
255,125,1
254,126,1
255,127,0
255,127,0
254,131,1
254,131,1
255,133,0
255,134,1
255,136,0
255,137,1
255,138,0
255,139,0
253,140,0
253,140,0
254,141,0
254,143,1
254,145,0
255,146,1
255,148,0
254,148,0
255,151,2
255,151,0
254,153,1
255,154,2
254,155,0
255,156,0
255,158,1
255,158,1
255,161,1
255,161,1
255,163,2
255,164,1
254,165,1
255,166,0
255,168,1
255,168,0
255,170,1
255,170,1
255,171,2
255,173,1
255,175,2
253,176,0
254,177,1
253,178,0
254,179,0
255,180,0
254,181,0
255,182,0
254,184,1
255,185,1
255,187,2
255,187,2
255,188,1
254,189,1
255,190,0
255,190,0
255,192,0
254,194,0
255,195,0
255,195,0
255,197,1
255,197,1
255,198,2
255,199,0
255,200,1
255,202,2
255,202,2
254,203,2
255,204,1
255,204,1
255,204,0
254,206,0
254,206,0
254,208,1
254,208,0
253,209,0
255,209,1
255,209,1
255,211,2
255,211,2
255,212,1
255,212,1
254,213,1
254,213,1
255,214,2
255,214,2
255,214,0
254,215,0
254,215,0
255,216,1
255,216,0
253,217,0
249,216,1
249,216,1
247,216,1
246,215,2
242,215,1
241,216,1
237,217,0
236,217,1
230,217,0
230,217,0
226,217,0
223,217,1
220,217,2
215,216,0
212,217,1
211,216,0
205,216,0
205,216,0
201,216,1
196,215,0
192,216,0
188,215,0
184,215,0
182,215,0
179,213,2
177,213,1
174,212,2
169,212,1
163,211,1
158,211,0
156,210,0
154,210,0
147,209,0
144,208,0
140,205,0
136,205,0
132,205,1
128,205,1
124,203,0
120,201,0
115,202,1
113,200,0
108,199,0
105,199,1
102,198,2
98,198,2
94,198,0
92,195,0
85,195,2
83,194,1
80,193,1
75,192,0
70,191,0
65,190,0
63,189,1
60,189,0
53,188,0
52,187,0
48,187,0
46,186,1
41,185,1
38,183,0
35,183,1
33,183,0
28,182,0
27,182,2
26,181,1
22,179,0
20,179,1
16,177,1
14,177,0
13,178,0
7,178,1
7,178,1
6,177,1
4,177,0
3,175,1
1,175,0
0,174,1
0,174,1
1,174,7
1,174,7
1,173,9
1,173,13
1,172,14
1,172,16
1,172,18
1,171,20
1,171,23
1,170,25
1,170,27
0,170,29
0,171,33
0,170,35
0,170,38
0,170,38
0,170,45
0,170,47
0,170,48
1,170,53
0,170,56
0,169,60
0,169,62
0,170,64
0,171,69
0,170,74
0,168,80
0,168,81
1,169,82
0,170,84
0,168,90
0,167,95
1,168,96
1,168,98
1,168,99
1,167,101
0,169,104
0,168,106
0,168,107
0,168,109
0,167,113
0,167,113
0,167,115
0,168,117
0,167,121
0,167,123
0,167,124
0,168,127
1,167,131
1,167,131
1,166,132
1,166,136
1,165,138
0,167,141
0,166,142
0,166,144
0,166,146
0,166,146
0,165,148
0,165,151
0,164,153
0,164,155
0,164,157
0,163,158
0,165,161
0,164,163
0,164,163
0,164,165
0,164,166
0,163,168
0,163,170
0,163,172
0,161,172
0,161,172
0,161,174
0,160,178
0,159,180
0,159,181
0,158,183
0,158,185
0,158,185
0,158,187
0,157,188
0,157,190
0,157,192
0,156,194
0,155,193
0,155,195
1,154,198
0,153,197
0,152,199
0,152,201
0,150,203
0,149,205
0,149,207
0,148,206
1,146,211
2,145,211
1,144,212
1,143,215
0,142,218
1,141,220
0,139,220
0,139,222
0,136,220
0,136,220
1,135,222
0,133,224
1,131,225
1,131,227
1,129,228
1,129,230
0,126,229
0,125,231
0,124,232
1,123,234
0,121,236
0,119,237
0,118,238
0,118,238
0,116,237
1,115,239
0,114,239
0,111,242
1,109,244
1,107,243
0,106,244
0,105,241
0,103,244
0,101,245
0,100,246
0,98,247
0,97,248
0,95,249
0,95,249
0,94,251
0,91,250
1,91,250
0,89,251
0,87,252
0,85,253
1,84,252
0,82,252
0,82,252
0,80,255
0,80,255
1,78,254
0,77,255
1,76,255
1,74,255
2,72,255
2,72,255
0,70,254
0,70,254
0,68,253
1,66,254
1,66,254
1,64,255
2,62,254
2,62,254
0,60,254
1,59,254
2,59,254
3,57,253
3,55,253
5,54,253
5,52,252
5,52,252
7,50,251
7,50,251
8,49,251
9,48,249
11,46,249
12,45,248
13,44,248
15,43,248
15,41,242
17,40,242
18,39,240
19,38,238
21,37,236
24,36,236
25,34,233
25,34,233
25,33,230
26,32,230
28,32,228
30,29,227
32,28,226
35,27,224
36,26,221
37,25,221
38,25,218
40,24,218
40,23,215
43,22,215
43,20,212
46,19,210
47,17,209
48,17,207
50,18,207
50,18,207
51,16,204
52,16,204
54,15,202
54,13,201
55,13,199
55,13,199
60,11,198
61,11,196
61,11,196
62,11,194
63,9,191
66,8,190
66,8,190
67,8,188
66,7,185
67,6,185
67,6,185
69,6,183
72,5,183
73,4,181
73,4,181
74,4,181
75,2,179
72,2,178
75,2,179
76,2,177
78,0,176
80,2,176
75,3,175
65,0,169
253,90,83
254,0,2
253,1,0
252,4,4
254,5,0
255,5,0
255,5,2
255,8,1
254,7,0
254,7,0
255,8,0
254,10,0
254,10,0
254,12,0
254,12,0
255,13,1
255,15,2
255,16,1
254,17,1
254,17,1
254,19,0
255,20,0
253,21,0
253,21,0
254,24,0
254,24,0
255,25,1
254,26,1
255,27,0
254,29,1
254,29,1
253,29,1
255,32,1
253,33,0
254,34,0
254,36,1
255,37,1
254,38,0
255,39,0
255,39,0
254,43,0
254,43,0
255,44,1
254,46,0
255,47,1
254,48,0
255,49,0
255,49,0
255,52,1
255,54,2
255,54,0
255,56,1
254,58,0
253,58,0
254,60,0
253,61,0
255,63,0
255,63,0
254,65,1
254,67,0
255,68,0
254,70,0
254,71,1
254,72,0
255,73,0
255,75,1
255,75,0
254,77,1
255,80,1
254,81,2
254,82,0
254,83,1
255,85,0
255,85,0
255,86,1
254,89,0
255,90,1
254,91,0
253,92,1
253,92,1
254,95,1
254,95,1
254,96,0
254,97,0
255,99,0
254,100,0
254,101,0
254,103,0
254,105,2
254,105,2
255,107,1
254,107,1
255,109,0
255,110,1
255,110,0
255,111,0
255,111,0
255,112,0
254,112,0
254,114,0
253,116,0
254,118,0
254,119,1
254,119,1
255,122,1
255,122,1
255,124,0
254,124,0
255,126,0
255,127,0
255,128,0
255,128,0
254,131,1
255,133,0
254,133,0
255,134,1
254,136,0
255,138,0
255,139,0
255,139,0
254,141,1
254,141,0
255,142,1
255,144,2
255,146,1
255,148,0
255,149,1
255,149,1
255,151,0
255,151,0
255,152,1
255,154,0
254,155,0
254,157,0
255,158,1
255,158,0
255,161,1
255,161,1
255,163,0
255,164,1
254,165,0
255,166,0
255,168,0
255,168,0
255,171,2
255,171,2
255,171,0
255,173,1
255,175,0
254,177,1
254,177,0
254,179,0
254,179,0
254,181,0
254,181,0
255,182,0
254,184,0
254,186,1
254,186,1
255,187,0
255,188,1
255,188,1
255,190,0
255,190,0
255,192,0
255,193,0
255,195,0
255,195,0
255,197,2
255,197,1
255,199,2
255,199,2
254,201,1
255,202,0
254,203,0
254,203,0
255,204,0
255,204,0
255,205,0
254,206,0
255,207,0
254,208,0
255,209,1
254,210,1
254,210,1
254,210,1
254,210,1
255,211,0
253,212,0
254,213,1
254,213,1
254,213,0
254,215,0
254,215,0
254,215,0
254,215,0
254,215,0
252,216,0
253,217,1
253,217,1
249,216,0
247,216,1
245,216,0
243,216,2
241,216,1
237,216,1
235,216,0
235,216,0
232,217,2
231,216,1
227,216,0
225,216,1
221,216,2
217,216,1
213,217,0
212,215,0
206,217,1
203,216,2
201,216,1
196,215,1
192,215,1
188,214,1
185,214,0
183,213,1
179,212,1
177,211,2
173,211,1
168,211,0
162,210,0
157,209,0
154,210,1
151,209,1
145,207,0
143,206,1
141,206,0
136,205,0
131,204,1
126,203,1
124,203,0
121,202,1
114,202,2
110,201,0
107,199,0
102,198,0
99,200,2
97,199,2
91,197,1
89,195,0
82,195,1
81,194,2
77,194,1
73,193,0
69,191,2
66,191,3
61,190,1
60,189,1
53,188,0
52,188,0
49,188,1
44,187,1
41,185,1
36,184,0
34,184,1
31,183,2
29,183,1
27,182,2
24,182,1
22,181,1
18,179,1
15,180,2
12,179,1
11,178,0
6,177,0
5,176,0
4,177,0
3,175,1
3,175,1
2,174,2
1,175,2
0,174,1
0,173,3
0,173,6
0,172,10
0,172,12
1,173,11
1,173,13
1,172,16
1,171,21
1,171,21
1,170,25
2,170,31
0,171,33
0,171,31
0,171,33
1,171,39
0,171,43
0,170,47
0,170,47
0,169,50
0,169,54
0,170,58
0,169,60
0,169,63
0,169,63
0,170,73
0,170,74
0,169,76
1,169,81
1,169,84
0,168,90
1,169,92
1,169,94
0,167,95
0,167,95
1,168,98
1,168,99
0,168,103
0,167,105
0,168,107
0,168,109
0,169,114
0,168,116
0,168,117
0,168,119
0,167,121
0,167,123
0,167,124
0,167,124
1,167,131
1,167,131
1,166,132
1,166,134
0,166,138
0,167,141
0,166,142
0,166,144
0,165,148
0,165,148
0,165,149
0,165,151
0,164,153
0,164,155
0,164,157
0,163,158
0,164,163
0,164,163
0,164,165
0,164,166
0,163,168
0,163,170
0,163,172
0,163,172
0,162,175
0,162,175
0,162,177
0,161,179
0,159,181
0,158,183
0,158,185
0,158,187
0,157,188
0,157,188
0,157,190
0,157,190
0,157,192
0,156,194
0,155,195
0,155,195
0,154,198
0,153,197
0,152,199
1,151,201
0,150,203
2,148,205
2,148,207
1,147,207
0,145,210
1,144,210
1,144,212
0,142,214
0,142,216
0,140,217
